glycan_id,glycan,species,immunogenicity,inferred_origin,link,train,valid,test
3574,ManNAcAAla(b1-4)GlcNAcA(b1-4)ManNAcAAla,['Pseudoalteromonas_sp'],1.0,,,1,0,0
3575,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
3585,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc,['Homo_sapiens'],0.0,,free,1,0,0
3603,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,,1,0,0
3618,GalNAc(a1-3)[NeuNAc(a2-6)]GalNAc,"['Bos_taurus', 'Homo_sapiens']",0.0,,O,1,0,0
3619,Rha(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-3)[Kdo(a2-4)]GalNAc(a1-5)Kdo,['Pseudomonas_cichorii'],1.0,,,1,0,0
3649,[Rha(a1-3)]Rha(a1-2)[Rha(a1-3)]Rha(a1-3)Rha(b1-2)Rha,['Xanthomonas_campestris'],1.0,,,1,0,0
3683,Man(b1-2)Man(a1-2)Man(a1-3)Man,"['Escherichia_coli', 'Klebsiella_pneumoniae']",1.0,,,1,0,0
3694,Man(a1-2)Man(a1-2)[Glc(a1-4)]Man(b1-3)FucNAc(a1-6)Man,,1.0,Bacteria,,1,0,0
3711,RhaOAc(b1-4)Rha(a1-3)[GlcNAc(b1-2)]Fuc(a1-3)RhaOAc,['Pseudomonas_fluorescens'],1.0,,,1,0,0
3712,GalAAlaLys(a1-3)GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-2)GalAAlaLys,,1.0,Bacteria,,1,0,0
3723,Glc(a1-2)Gal(b1-4)Glc(b1-4)Glc(b1-3)[GalN(a1-4)]GlcNAcA(a1-4)[GlcN(b1-7)]Kdo(a2-5)[Kdo(a1-4)]Kdo,,1.0,Bacteria,,1,0,0
3734,GalfOAc(b1-3)Man(b1-3)GalfOAc,['Burkholderia_cepacia'],1.0,,,1,0,0
3746,Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
3750,[Galf(b1-3)]Rha(a1-2)RhaOAc(a1-2)Ribf(b1-4)Gal(a1-3)GlcNAc(a1-2)Rha,['Hafnia_alvei'],1.0,,,1,0,0
3763,NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-6)[Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
3794,Rha(a1-2)Rha(a1-2)Gal(a1-3)Rha,['Burkholderia_anthina'],1.0,,,1,0,0
3801,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Gallus_gallus', 'Homo_sapiens', 'Tetronarce_californica']",0.0,,N,1,0,0
3804,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Gallus_gallus', 'Homo_sapiens']",0.0,,N,1,0,0
3831,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Homo_sapiens', 'MurineRespo_Virus', 'Sus_scrofa']",0.0,,N,1,0,0
3842,[Rha(a1-3)][Gal(b1-4)]ManNAc(b1-4)GlcA(b1-3)GalNAc(b1-6)ManNAc,['Aeromonas_caviae'],1.0,,,1,0,0
3852,NeuNGc(a2-3)Gal(b1-3)GlcNAc,,1.0,none,,1,0,0
3853,Rha(b1-4)[Glc(a1-3)]Rha(a1-3)Fuc(a1-3)Rha,['Stenotrophomonas_maltophilia'],1.0,,,1,0,0
3860,[Rha(a1-4)GalA(a1-2)]RhaOAc(a1-4)Glc(a1-2)Rha(a1-3)[Glc(a1-4)]GlcNAc(b1-3)RhaOAc,['Cronobacter_sakazakii'],1.0,,,1,0,0
3861,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
3878,GlcAOLac(b1-4)GlcA(b1-4)GalNAcA(a1-3)QuiNAc(b1-2)GlcAOLac,['Halomonas_pantelleriensis'],1.0,,,1,0,0
3897,Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,"['Actinidia_chinensis', 'Allium_cepa', 'Ananas_comosus', 'Apium_graveolens_oulce', 'Asparagus_officinalis', 'Carica_papaya', 'Citrus_sinensis', 'Corylus_avellana', 'Daucus_carota', 'Fragaria_ananassa', 'Juglans_regia', 'Lupinus_luteus', 'Malus_domestica', 'Momordica_charantia', 'Musa_acuminata', 'Persea_americana', 'Pistacia_vera', 'Prunus_dulcis_sativa', 'Pyrus_communis_williams', 'Ricinus_communis', 'Solanum_lycopersicum', 'Synsepalum_dulcificum', 'Vatairea_macrocarpa']",1.0,,N,1,0,0
3913,Fuc(a1-6)[Gal(b1-4)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
3922,ManOP(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
3928,Kdo(b2-3)6dTalOAc(a1-3)GlcNAc(a1-7)Kdo,['Providencia_alcalifaciens'],1.0,,,1,0,0
3931,GlcNAcOAcA(b1-4)FucOAcNAm(a1-3)Sug(a1-4)GlcNAcOAcA,['Flavobacterium_columnare'],1.0,,,1,0,0
3943,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
3946,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
3970,Fuc(a1-2)Rha(a1-3)Fuc,['Burkholderia_cepacia'],1.0,,,1,0,0
3971,Gal(b1-4)[Gal(a1-6)]Glc(b1-6)GlcNAc(b1-3)Gal,['Actinobacillus_suis'],1.0,,,1,0,0
3979,Galf(b1-3)GlcNAc(b1-5)Galf,['Klebsiella_pneumoniae'],1.0,,,1,0,0
3980,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,,1.0,Bacteria,,0,1,0
3985,[Gal(a1-6)]Glc(b1-3)GalNAc(b1-3)Glc,"['Acinetobacter_baumannii', 'Acinetobacter_sp']",1.0,,,1,0,0
3986,NeuNAcOAc(a2-8)NeuNAc(a2-3)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
3990,ManNAcA(b1-4)GulNAcOAcA(a1-3)QuiNAcNBut(b1-4)ManNAcA,,1.0,Bacteria,,1,0,0
3994,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
4008,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
4029,Galf(a1-3)RhaOAc(a1-4)GlcNAc(a1-2)Rha(a1-3)GlcNAc(b1-2)Galf,['Pragia_fontium'],1.0,,,1,0,0
4032,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Homo_sapiens']",0.0,,N,1,0,0
4038,NeuNAc(a2-6)Gal(b1-4)GlcNAcOS(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
4055,Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-4)Man,['Salmonella_sp'],1.0,,,1,0,0
4070,RhaNAc(a1-2)RhaNAc(a1-2)RhaNAc(a1-3)RhaNAc(a1-2)RhaNAc(a1-3)RhaNAc,,1.0,Bacteria,,1,0,0
4080,GlcNAc(a1-3)FucNAc(a1-3)[Glc(b1-4)]GlcNAc(a1-6)GlcNAc,['Providencia_alcalifaciens'],1.0,,,1,0,0
4109,[Gal(a1-3)Fuc(a1-4)GlcNAc(a1-3)]Fuc(a1-3)FucNAc(b1-4)Fuc,['Vibrio_cholerae'],1.0,,,1,0,0
4134,[Ribf(a1-4)]ManNAc(b1-4)GlcNAc(b1-3)ManNAc,['Stenotrophomonas_maltophilia'],1.0,,,1,0,0
4135,[QuiNAspAc(b1-6)]Gal(b1-6)GlcNAc(b1-6)Gal(b1-3)GlcNAc(b1-3)Gal,['Providencia_stuartii'],1.0,,,1,0,0
4136,Rha(a1-3)Fuc(a1-3)[Man(a1-2)]Fuc(a1-3)Rha,['Rhizobium_leguminosarum'],1.0,,,1,0,0
4145,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal,,1.0,Bacteria,,0,0,1
4151,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
4176,Rha(a1-3)FucNThrAc(a1-3)[ManNAcA(b1-4)]GalNAc(a1-3)Rha,['Pseudoalteromonas_agarivorans'],1.0,,,1,0,0
4184,[QuiNAc(b1-6)]GalNAc(a1-6)Glc(a1-4)GlcA(b1-3)GalNAc(b1-4)GalNAc,['Providencia_alcalifaciens'],1.0,,,1,0,0
4229,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Homo_sapiens', 'Mus_musculus', 'Oryctolagus_cuniculus', 'Tetronarce_californica']",0.0,,N,1,0,0
4235,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
4237,GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'Mus_musculus', 'Ovis_aries', 'Sus_scrofa']",0.0,,,1,0,0
4288,Xyl(b1-4)Xyl(b1-4)[GlcA(a1-2)]Xyl(b1-4)[GlcA(a1-2)]Xyl(b1-4)Xyl(b1-4)[Ara(a1-3)]Xyl(b1-4)Xyl,,1.0,Angiosperms,,1,0,0
4291,Gal(b1-4)[Fuc(a1-3)][Glc(a1-6)]GlcNAc(b1-3)Gal,['Helicobacter_pylori'],1.0,,,1,0,0
4336,Gal(b1-3)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
4357,Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Apis_sp', 'Astacus_leptodactylus', 'Homo_sapiens', 'Leishmania_amazonensis', 'Trypanosoma_brucei']",0.0,,N,1,0,0
4387,Rha(a1-2)Ribf(b1-3)Rha(a1-3)Rha(a1-2)Rha,['Klebsiella_pneumoniae'],1.0,,,1,0,0
4443,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,"['Ambystoma_maculatum', 'Homo_sapiens', 'Oryctolagus_cuniculus']",0.0,,O,0,0,1
4444,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
4445,Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'Mus_musculus']",0.0,,N,1,0,0
4454,NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc,['Homo_sapiens'],0.0,,free,1,0,0
4460,FucNAcOAc(b1-3)GlcNAcOPyr(a1-4)Gal(a1-4)Gal(b1-3)GlcNAc(b1-2)FucNAcOAc,['Providencia_alcalifaciens'],1.0,,,1,0,0
4473,NeuNAc(a2-3)Gal(b1-3)GlcNAc,,1.0,Animalia,,1,0,0
4485,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,1.0,Bacteria,,0,1,0
4488,Fuc(a1-6)[GlcNAc(b1-4)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
4534,Col(a1-3)[Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc(b1-4)Glc,['Escherichia_coli'],1.0,,,1,0,0
4535,Gal(b1-4)GlcNAc(b1-3)Gal,"['Escherichia_coli', 'Haemophilus_ducreyi', 'Helicobacter_pylori']",1.0,,,1,0,0
4539,[Xluf(b2-2)]Rha(a1-3)[Xluf(b2-2)]Rha(b1-3)Rha,"['Escherichia_coli', 'Yersinia_enterocolitica']",1.0,,,1,0,0
4552,Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha,"['Escherichia_coli', 'Shigella_flexneri']",1.0,,,1,0,0
4560,Man(a1-2)Man(a1-2)[Glc(a1-3)]Man(b1-3)GlcNAc(a1-6)Man,"['Salmonella_boecker', 'Salmonella_carrau', 'Salmonella_madelia', 'Salmonella_sp']",1.0,,,1,0,0
4601,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
4606,Gal(b1-3)GlcNAc(b1-6)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
4613,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Glc,['Homo_sapiens'],0.0,,free,0,1,0
4614,Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
4671,[Glc(b1-3)]GalNAcASer(a1-4)ManNAcA(b1-4)GulNAcA(a1-3)QuiNAcNBut(b1-4)GalNAcASer,['Pseudomonas_sp'],1.0,,,1,0,0
4720,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
4726,GlcNAcNAlaFo(b1-4)GlcNAcNAmA(b1-4)GlcNAcNAlaFo,['Vibrio_ordalii'],1.0,,,1,0,0
4739,Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
4782,ManNAc(b1-4)[Glc(a1-2)]Glc(b1-3)ManNAc,['Citrobacter_werkmanii'],1.0,,,1,0,0
4790,Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
4823,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc,,1.0,Bacteria,,0,0,1
4828,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
4833,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Tetronarce_californica']",0.0,,N,0,1,0
4840,GlcA(b1-3)[Col(a1-2)Gal(b1-3)GlcAN(b1-6)]GlcNAc(b1-4)GlcA,['Providencia_alcalifaciens'],1.0,,,1,0,0
4843,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
4868,Man(a1-3)[Glc(a1-2)]Rha(b1-4)Rha(b1-4)Man,['Citrobacter_braakii'],1.0,,,1,0,0
4892,[Altf(a1-3)]Man(b1-4)Man(a1-3)Fuc(a1-3)GlcNAc(a1-2)Man,['Yersinia_pseudotuberculosis'],1.0,,,1,0,0
4905,QuiNFo(b1-3)Gal(a1-3)GlcA(b1-3)GalNAc(b1-4)QuiNFo,['Providencia_alcalifaciens'],1.0,,,1,0,0
4908,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-4)[GalOS(b1-4)GlcNAc(b1-2)]Man(a1-3)[GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,,1,0,0
4924,GalOS(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
4994,Rha(a1-2)Fuc(a1-2)Gal(a1-2)Fuc(a1-3)GlcA,['Vibrio_fluvialis'],1.0,,,1,0,0
5028,Rha(a1-4)Gal(b1-4)[Glc(b1-3)]GalNAc(b1-4)Rha,['Actinobacillus_pleuropneumoniae'],1.0,,,1,0,0
5049,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bothrops_moojeni', 'Homo_sapiens', 'Sus_scrofa']",0.0,,N,1,0,0
5069,[RhaOLac(a1-3)]Man(b1-4)GalNAc(a1-4)GalA(a1-3)GlcNAc(a1-2)Man,['Vibrio_fluvialis'],1.0,,,1,0,0
5070,GlcNAc(b1-4)GalOAcNAmA(a1-3)Sug(a1-4)GlcNAc,['Pseudoalteromonas_rubra'],1.0,,,1,0,0
5083,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
5101,Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
5115,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Homo_sapiens']",0.0,,N,1,0,0
5145,NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
5191,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
5193,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
5250,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5261,Gal(b1-4)GlcNAc(b1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5263,Rha(a1-3)GlcNAc(b1-7)[Glc(a1-2)LDManHep(a1-6)][LDManHep(a1-2)]DDManHep(a1-5)KdoN,['Shewanella_algae'],1.0,,,1,0,0
5272,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal,,1.0,Bacteria,,1,0,0
5282,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5303,NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
5308,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bos_taurus', 'Homo_sapiens', 'MurineLeukemia_Virus']",0.0,,N,1,0,0
5331,[GlcA(a1-4)]GlcNAcOAc(a1-3)RhaOAc(b1-4)GlcNAc(b1-6)GlcNAcOAc,['Vibrio_cholerae'],1.0,,,1,0,0
5368,GalAGroN(a1-4)Gal(a1-3)GalA(a1-3)GlcNAc(b1-4)GalAGroN,['Edwardsiella_tarda'],1.0,,,1,0,0
5369,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,0,1
5377,Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
5392,Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,"['Escherichia_coli', 'Salmonella_boecker', 'Salmonella_madelia', 'Salmonella_sp']",1.0,,,1,0,0
5399,Gal(a1-2)Rha(a1-2)Ribf(b1-4)Gal(b1-3)GalNAc(b1-4)Gal,['Hafnia_alvei'],1.0,,,1,0,0
5422,Man(b1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(b1-2)Man,"['Salmonella_ohio', 'Salmonella_sp']",1.0,,,1,0,0
5425,NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
5427,QuiNBut(b1-2)Rha(a1-4)GalNAcA(a1-3)QuiNAcNBut(a1-2)QuiNBut,['Pseudomonas_fluorescens'],1.0,,,1,0,0
5437,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5443,[GlcNAc(b1-3)]Rha(a1-2)Rha(a1-6)Glc(a1-2)Rha,['Actinobacillus_pleuropneumoniae'],1.0,,,1,0,0
5472,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Coturnix_japonica', 'Homo_sapiens', 'Oryctolagus_cuniculus']",0.0,,N,1,0,0
5487,NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5500,Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Antheraea_pernyi', 'Aspergillus_niger', 'Asterias_rubens', 'Caenorhabditis_elegans', 'Canavalia_ensiformis', 'Cherax_quadricarinatus', 'Columbia_livia', 'Gallus_gallus', 'Homo_sapiens', 'Oryza_sativa', 'Phaseolus_vulgaris', 'Riftia_pachyptila', 'Saccharomyces_cerevisiae', 'Unio_elongatus']",0.0,,N,1,0,0
5509,Fuc(a1-4)GlcNAc(b1-6)[GlcNAc(b1-6)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
5520,Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5528,[GalAAlaLys(a1-4)]GalNAc(b1-4)GlcA(b1-3)GlcNAc(b1-6)GalNAc,['Providencia_alcalifaciens'],1.0,,,1,0,0
5529,[Abe(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)Man,"['Citrobacter_freundii', 'Edwardsiella_tarda', 'Escherichia_coli', 'Salmonella_enterica', 'Salmonella_essen']",1.0,,,1,0,0
5535,GlcNAc(b1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5543,GlcNAcA(b1-3)GlcNAcA(b1-3)QuiNAcNAm(a1-4)GlcNAcA,['Pseudaminobacter_defluvii'],1.0,,,1,0,0
5545,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
5570,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
