glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,predicted_taxonomy,glycan_type,immunogenicity,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition,readable
Neu5Gc(a2-998)Neu5Gc(a2-998)Gal(b1-998)GlcNAc(b1-998)[GlcNAc(b1-998)]Man(a1-998)[GlcNAc(b1-998)[GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G49514LH,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 2, 'Hex': 4, 'HexNAc': 6}",True
Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)[Gal3S(a1-999)GlcNAc(a1-999)]GalNAc,[],[],[],[],[],[],[],[],[],G65386OB,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'HexNAc': 3, 'S': 2}",True
Glc(a1-3)Glc(a1-4)Glc(a1-3)Glc-ol,[],[],[],[],[],[],[],[],[],G70065GE,Bacteria,free,,[],[],[],[],[],[],[],[],[],[],{'Hex': 4},True
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAcOS(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G53235FK,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 4, 'S': 1}",True
Glc(b1-2)[Xyl(b1-6)]Glc,"['Panax_japonicus', 'Panax_ginseng', 'undetermined']","['Panax', 'Panax', 'Panax']","['Araliaceae', 'Araliaceae', 'Araliaceae']","['Apiales', 'Apiales', 'Apiales']","['Dicotyledons', 'Dicotyledons', 'Dicotyledons']","['Angiosperms', 'Angiosperms', 'Angiosperms']","['Plantae', 'Plantae', 'Plantae']","['Eukarya', 'Eukarya', 'Eukarya']","['', '', '']",G67069KV,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'Pen': 1}",True
"Glc(a1-999)2,3-Anhydro-Man(a1-999)Glc(a1-999)2,3-Anhydro-Man(a1-999)Glc(a1-999)Glc-ol",[],[],[],[],[],[],[],[],[],G43597QA,Bacteria,free,,[],[],[],[],[],[],[],[],[],[],{'Hex': 6},True
Glc(b1-2)Glc(b1-4)[Rha(a1-2)]Glc,['Lilium_regale'],['Lilium'],['Liliaceae'],['Liliales'],['Monocotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G87511MT,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'dHex': 1}",True
Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)Man(a1-998)[Gal3S(a1-999)GlcNAc(b1-998)Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G72998AR,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 5, 'HexNAc': 4, 'S': 1}",True
Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc,[],[],[],[],[],[],[],[],[],G23661FE,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 9, 'Hex': 3, 'HexNAc': 3}",True
GlcA(b1-3)[Fuc(a1-999)]GlcNAc(b1-4)GlcA(b1-3)GlcNAc,[],[],[],[],[],[],[],[],[],G53206JF,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 2, 'dHex': 1, 'HexNAc': 2}",True
Ribf(a1-999)Ribf1N,[],[],[],[],[],[],[],[],[],G46741FL,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{},True
Galf2Ac(b1-3)GalNAc(b1-3)[Gal(a1-2)]Gal(a1-4)Rib5P-ol(5-2)Gal(a1-3)Glc(b1-5)Galf2Ac,['Streptococcus_pneumoniae'],['Streptococcus'],['Streptococcaceae'],['Lactobacillales'],['Bacilli'],['Firmicutes'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/24334220/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Xyl(b1-4)Rha(a1-2)[D-Apif(b1-3)]Glc,[],[],[],[],[],[],[],[],[],G02057LX,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(a1-999)[D-Fuc(a1-999)]Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Gal(a1-999)[D-Fuc(a1-999)]Gal(a1-999)GlcNAc(a1-999)]Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)Glc,[],[],[],[],[],[],[],[],[],G33302GH,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 8, 'dHex': 2, 'HexNAc': 4}",True
GlcNAc3Lac(b1-3)Gal(a1-3)GlcNAc(b1-6)GlcNAc3Lac,['Proteus_penneri'],['Proteus'],['Morganellaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://iopscience.iop.org/article/10.1070/RCR4856'],,,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 3, 'Hex': 1}",True
Man(b1-4)GlcA(b1-2)ManOAc(a1-3)[Glc(b1-4)]Glc,['Pseudomonas_sp'],['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexA': 1, 'Ac': 1}",True
GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G59823TM,,,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 4, 'HexNAc': 3}",True
Gal(b1-4)Glc6S,[],[],[],[],[],[],[],[],[],G50930TW,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'S': 1}",True
Galf(b1-1)Man6P-ol(6-3)[Glc(a1-2)]Gal(b1-3)Galf5Ac6Ac(b1-3)Glc(b1-6)Galf,['Streptococcus_pneumoniae'],['Streptococcus'],['Streptococcaceae'],['Lactobacillales'],['Bacilli'],['Firmicutes'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/31325442/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(a1-3)GlcNAc(a1-3)Gal(b1-4)GlcNAc(a1-3)Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G30007FD,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 2}",True
Rha(a1-3)[Glc(a1-6)]GlcNAc(b1-3)[Glc(a1-2)[Rha(a1-3)]Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-2)]Rha(a1-3)GalNAc(b1-2)Rha,['Lactobacillus_casei'],['Lactobacillus'],['Lactobacillaceae'],['Lactobacillales'],['Bacilli'],['Firmicutes'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 7, 'Hex': 3, 'HexNAc': 2}",True
GlcN2S3S6S(a1-999)GlcA(a1-999)GlcN2S3S6S(a1-999)IdoA2S(a1-999)GlcN2S6S,[],[],[],[],[],[],[],[],[],G93603YN,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexN': 3, 'HexA': 2, 'S': 9}",True
Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Neu5Gc(a2-998)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G72042SL,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 9, 'HexNAc': 8, 'Neu5Gc': 1}",True
Glc(b1-2)Glc(a1-6)Glc,[],[],[],[],[],[],[],[],[],G62462YC,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 3},True
Gal(a1-999)Gal(b1-4)GlcNAc(b1-2)Man(a1-998)[Neu5Ac(a2-998)Gal(b1-4)GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Mus_musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=5'],,,N,,[],[],[],[],[],[],['A9_fibroblast_cell_line'],['CVCL_3984'],['http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=5'],['Mus_musculus'],"{'Hex': 7, 'HexNAc': 5, 'Neu5Ac': 2}",True
Rha(a1-3)[Rha(a1-3)Xyl(b1-4)]Rha(a1-2)Xyl,[],[],[],[],[],[],[],[],[],G55224DI,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'Pen': 2}",True
Neu5Gc(a2-998)Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GalNAc,[],[],[],[],[],[],[],[],[],G71037KV,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 1, 'Hex': 6, 'HexNAc': 6, 'S': 4}",True
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G75016TO,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 1, 'Hex': 2, 'HexNAc': 2}",True
"Glc(a1-4)3,6-Anhydro-Glc(a1-4)Glc(a1-4)3,6-Anhydro-Glc(a1-4)3,6-Anhydro-Glc(a1-4)Glc(a1-4)Glc",[],[],[],[],[],[],[],[],[],G39394GH,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 7},True
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)ManOPEtN(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Penicillium_dierckxii'],['Penicillium'],['Trichocomaceae'],['Eurotiales'],['Eurotiomycetes'],['Ascomycota'],['Fungi'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/26515459/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 10, 'HexNAc': 2, 'PEtN': 3}",True
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G43622SG,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'dHex': 2, 'HexNAc': 3}",True
Gal3S6S(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G19606QV,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 1, 'HexNAc': 1, 'S': 2}",True
L-Gal3S(a1-4)L-Gal3S(a1-4)L-Gal3S,['Herdmania_momus'],['Herdmania'],['Pyuridae'],['Stolidobranchia'],['Ascidiacea'],['Chordata'],['Animalia'],['Eukarya'],['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3366676/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'S': 3}",True
QuiNAc(b1-4)[Man(a1-2)]Man(b1-4)[Man(a1-6)]Man(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcN,['Francisella_victoria'],['Francisella'],['Francisellaceae'],['Thiotrichales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G10448SU,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 3, 'Hex': 7, 'dHex': 2, 'HexNAc': 6}",True
Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)Man(a1-998)[Man(a1-998)[Man(a1-998)]Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G40589XV,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 4, 'dHex': 1}",True
Glc(b1-2)[Rha(a1-4)]Glc,"['Asparagus_officinalis', 'Avena_sativa', 'undetermined']","['Asparagus', 'Avena', 'undetermined']","['Asparagaceae', 'Poaceae', 'undetermined']","['Asparagales', 'Poales', 'undetermined']","['Monocotyledons', 'Monocotyledons', 'undetermined']","['Angiosperms', 'Angiosperms', 'Embryophyta']","['Plantae', 'Plantae', 'Plantae']","['Eukarya', 'Eukarya', 'Eukarya']","['', '', '']",G69332WF,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'dHex': 1}",True
Fuc(a1-2)[GalNAcOMe(a1-3)]Gal(b1-3)GlcNAc(b1-2)ManOMe(a1-3)[ManOMe(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Crassostrea_virginica'],['Crassostrea'],['Ostreidae'],['Ostreida'],['Bivalvia'],['Mollusca'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/23824194/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 2, 'HexNAc': 4, 'Hex': 4, 'Me': 3}",True
Kdn(a2-3)Gal(b1-3)[GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)GlcNAc(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G15315QP,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Kdn': 1, 'Hex': 2, 'HexNAc': 4}",True
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Arabidopsis_thaliana'],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/35421698/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 3}",True
Fuc(a1-2)GalOAc(b1-3)[Fuc(a1-4)]GlcNAc(a1-4)GlcA(b1-4)GalA(a1-3)Glc(b1-6)[3dLyxHep-ulosaric(a2-3)GalA(a1-3)Glc(b1-4)]Glc6Ac(a1-5)[GalA(a1-7)Kdo(a2-4)]Kdo,['Agrobacterium_rubi'],['Agrobacterium'],['Rhizobiaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Fuc(a1-3)GalNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-3)Man(b1-4)Glc1Cer,['Brugia_malayi'],['Brugia'],['Onchocercidae'],['Rhabditida'],['Chromadorea'],['Nematoda'],['Animalia'],['Eukarya'],['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9046957/'],,,lipid,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 1, 'HexNAc': 6, 'Hex': 2}",True
GlcN(b1-6)GlcN(b1-6)GlcN(b1-6)GlcN(b1-6)GlcN,['Staphylococcus_aureus'],['Staphylococcus'],['Staphylococcaceae'],['Bacillales'],['Bacilli'],['Firmicutes'],['Bacteria'],['Bacteria'],[''],G30992CD,,,,[],[],[],[],[],[],[],[],[],[],{'HexN': 5},True
GlcNAc(a1-999)[D-Fuc(a1-999)]GlcNAc(a1-999)[Kdn(a2-998)Gal(a1-999)]GalNAc,[],[],[],[],[],[],[],[],[],G71304TI,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 3, 'dHex': 1, 'Kdn': 1, 'Hex': 1}",True
Fuc(a1-2)Gal(b1-998)[Fuc(a1-998)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,[],[],[],[],[],[],[],[],[],G04459VF,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'Hex': 2, 'HexNAc': 2}",True
Glc(a1-6)Glc(a1-6)Glc-onic,[],[],[],[],[],[],[],[],[],G73848LG,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 3},True
Fuc(a1-4)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G30255XL,,O,0.0,[],[],[],[],[],[],['milk'],['UBERON:0001913'],['https://doi.org/10.1016/0304-4165(88)90169-9'],['Homo_sapiens'],"{'dHex': 2, 'HexNAc': 3, 'Hex': 1}",True
Glc(a1-999)Glc(a1-999)[Glc(a1-999)GlcA(a1-999)]GalNAc(a1-999)Gal(a1-999)GalNAc,[],[],[],[],[],[],[],[],[],G11900MJ,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexA': 1, 'HexNAc': 2}",True
Neu5Gc(a2-3)[GalNAc(b1-4)]GalNAc(b1-3)Gal(b1-4)Gal,[],[],[],[],[],[],[],[],[],G51989XT,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 1, 'HexNAc': 2, 'Hex': 2}",True
ManNAcA3NAc(b1-6)Glc(a1-4)ManNAcA3NAc(b1-4)ManNAcA3NAc,['Actinoplanes_lobatus'],['Actinoplanes'],['Micromonosporaceae'],['Micromonosporales'],['Actinobacteridae'],['Actinobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/24531391/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 3, 'Hex': 1}",True
Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,[],[],[],[],[],[],[],[],[],G28534IJ,Plantae,free,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 7, 'Hex': 10, 'dHex': 1}",True
GalNAc(a1-999)[Fuc(a1-999)]Gal(a1-999)Gal(a1-999)[Neu5Gc(a2-998)]GalNAc,[],[],[],[],[],[],[],[],[],G91906TK,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 2, 'dHex': 1, 'Hex': 2, 'Neu5Gc': 1}",True
Glc(b1-3)[RhaOLac(a1-4)]Man(b1-4)Glc,['Pseudomonas_stutzeri'],['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'dHex': 1}",True
Neu5Ac(a2-998)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],,,N,,[],[],[],[],[],[],['sperm'],['CL:0000019'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],['Homo_sapiens'],"{'Neu5Ac': 3, 'Hex': 6, 'dHex': 2, 'HexNAc': 5}",True
Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc,['Shigella_flexneri'],['Shigella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G27686RV,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'Hex': 1, 'HexNAc': 1}",True
GlcNAc(a1-999)[Glc(a1-999)]GlcA(a1-999)GalNAc(a1-999)Gal,[],[],[],[],[],[],[],[],[],G33172AW,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 2, 'Hex': 2, 'HexA': 1}",True
"3,6-Anhydro-Gal(a1-3)Gal4S(b1-4)3,6-Anhydro-Gal",[],[],[],[],[],[],[],[],[],G45392ZE,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'S': 1}",True
Neu5Ac(a2-998)Gal(a1-999)GlcNAc(b1-2)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Neu5Ac(a2-998)Gal(a1-999)GlcNAc(b1-2)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/32483971/'],,,N,,['restless_legs_syndrome'],['DOID:0050425'],['serum'],['up'],['https://pubmed.ncbi.nlm.nih.gov/32483971/'],['Homo_sapiens'],['blood_serum'],['UBERON:0001977'],['https://pubmed.ncbi.nlm.nih.gov/32483971/'],['Homo_sapiens'],"{'Neu5Ac': 4, 'Hex': 7, 'HexNAc': 6, 'dHex': 1}",True
6dTal2Ac3Me(a1-3)Glc,['Burkholderia_mallei'],['Burkholderia'],['Burkholderiaceae'],['Burkholderiales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/28740137/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Fruf6P(b2-1)Glc,[],[],[],[],[],[],[],[],[],G12313UH,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)[Man(a1-998)[Man(a1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G43446OV,Fungi,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'dHex': 1, 'HexNAc': 4}",True
Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc6S(a1-999)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GalNAc,[],[],[],[],[],[],[],[],[],G08577GJ,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'HexNAc': 5, 'S': 3}",True
Gal(a1-999)Gal(b1-998)GlcNAc(b1-998)Man(a1-998)[GlcNAc(b1-998)Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G48825UP,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'HexNAc': 5, 'dHex': 1}",True
GlcA4Me(a1-2)[GlcA4Me(a1-2)Xyl(b1-4)]Xyl(b1-4)Xyl,[],[],[],[],[],[],[],[],[],G23386SI,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 2, 'Pen': 3, 'Me': 2}",True
Man(a1-3)[Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G44073EJ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 3}",True
Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-998)[Gal(b1-4)GlcNAc(b1-998)]Gal(b1-4)Glc-ol,"['Bos_taurus', 'Bubalus_bubalis']","['Bos', 'Bubalus']","['Bovidae', 'Bovidae']","['Artiodactyla', 'Artiodactyla']","['Mammalia', 'Mammalia']","['Chordata', 'Chordata']","['Animalia', 'Animalia']","['Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/27428379/', 'https://pubmed.ncbi.nlm.nih.gov/27428379/']",,,free,,[],[],[],[],[],[],"['milk', 'milk']","['UBERON:0001913', 'UBERON:0001913']","['https://pubmed.ncbi.nlm.nih.gov/27428379/', 'https://pubmed.ncbi.nlm.nih.gov/27428379/']","['Bos_taurus', 'Bubalus_bubalis']","{'Neu5Ac': 1, 'Hex': 4, 'HexNAc': 2}",True
GlcNAc(b1-4)Glc(b1-3)Glc(b1-3)Glc-ol,[],[],[],[],[],[],[],[],[],G21816FF,Bacteria,free,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'Hex': 3}",True
Gal(a1-999)Gal(a1-999)GlcNAc(a1-999)[Gal(a1-999)GlcNAc(a1-999)]Gal-ol,[],[],[],[],[],[],[],[],[],G74993RJ,Animalia,free,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 2}",True
GlcN6Ac(b1-3)GlcNAc(b1-3)GlcNAc(b1-3)GlcNAc(b1-4)[Fuc2Me(a1-6)]GlcNAc,['Bradyrhizobium_japonicum'],['Bradyrhizobium'],['Bradyrhizobiaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G30981NK,,,,[],[],[],[],[],[],[],[],[],[],"{'HexN': 1, 'HexNAc': 4, 'dHex': 1, 'Me': 1, 'Ac': 1}",True
LDManHep(a1-5)KdoOP(a2-6)GlcN4P(b1-6)GlcN1P(a1-3)LDManHep,"['Alteromonas_addita', 'Pseudoalteromonas_carrageenovora ']","['Alteromonas', 'Pseudoalteromonas']","['Alteromonadaceae', 'Pseudoalteromonadaceae']","['Alteromonadales', 'Alteromonadales']","['Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria']","['Bacteria', 'Bacteria']","['', '']",,,,,[],[],[],[],[],[],[],[],[],[],{},True
